ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,full_text,keywords
0891091963,inside out,lawrence j crabb,1988.0,navpress,http://images.amazon.com/images/P/0891091963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0891091963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0891091963.01.LZZZZZZZ.jpg,inside out lawrence j crabb,[]
0915811537,son rise the miracle continues,barry neil kaufman,1994.0,pub group west,http://images.amazon.com/images/P/0915811537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0915811537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0915811537.01.LZZZZZZZ.jpg,son rise the miracle continues barry neil kaufman,"['continues', 'son', 'continues barry', 'neil', 'rise', 'kaufman', 'miracle', 'neil kaufman']"
0927545373,unveiled at last,bob sjogren,1988.0,ywam publishing,http://images.amazon.com/images/P/0927545373.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0927545373.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0927545373.01.LZZZZZZZ.jpg,unveiled at last bob sjogren,[]
1575024179,the day i almost quit,frederick j moody,1997.0,fj moody,http://images.amazon.com/images/P/1575024179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575024179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575024179.01.LZZZZZZZ.jpg,the day i almost quit frederick j moody,[]
1880185008,serving as senders how to care for your missionaries while they are preparing to go while they are on the field when they return home,neal pirolo,1991.0,emmaus road intl,http://images.amazon.com/images/P/1880185008.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1880185008.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1880185008.01.LZZZZZZZ.jpg,serving as senders how to care for your missionaries while they are preparing to go while they are on the field when they return home neal pirolo,"['neal', 'field return', 'pirolo', 'care', 'preparing field', 'return home', 'serving senders', 'missionaries preparing']"
0140345809,house of stairs,william sleator,1991.0,puffin books,http://images.amazon.com/images/P/0140345809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140345809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140345809.01.LZZZZZZZ.jpg,house of stairs william sleator,[]
0156528207,the little prince,antoine de saintexupãâ©ry,1968.0,harcourt,http://images.amazon.com/images/P/0156528207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156528207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156528207.01.LZZZZZZZ.jpg,the little prince antoine de saintexupãâ©ry,"['ry', 'little', 'saintexupã ry', 'antoine', 'prince', 'saintexupã', 'little prince', 'antoine saintexupã']"
0380012863,jonathan livingston seagull,richard bach,1976.0,avon,http://images.amazon.com/images/P/0380012863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380012863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380012863.01.LZZZZZZZ.jpg,jonathan livingston seagull richard bach,"['jonathan', 'seagull', 'richard', 'livingston', 'livingston seagull', 'jonathan livingston', 'bach', 'richard bach']"
0451154916,the crystal handbook,kevin sullivan,1996.0,signet book,http://images.amazon.com/images/P/0451154916.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451154916.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451154916.01.LZZZZZZZ.jpg,the crystal handbook kevin sullivan,[]
0785815147,simple wicca simple wisdom book,michele morgan,2002.0,castle books,http://images.amazon.com/images/P/0785815147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785815147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785815147.01.LZZZZZZZ.jpg,simple wicca simple wisdom book michele morgan,"['simple', 'michele', 'wisdom', 'book', 'book michele', 'morgan', 'wicca simple', 'simple wicca']"
0875421288,the complete book of incense oils amp brews llewellyns practical magick,scott cunningham,1989.0,llewellyn publications,http://images.amazon.com/images/P/0875421288.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421288.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421288.01.LZZZZZZZ.jpg,the complete book of incense oils amp brews llewellyns practical magick scott cunningham,"['complete', 'scott cunningham', 'practical', 'magick scott', 'oils', 'llewellyns practical', 'amp brews', 'book incense']"
1567184294,the western mysteries an encyclopedic guide to the sacred languages amp magickal systems of the world the key of it all book ii key of it all,david allen hulse,2000.0,llewellyn publications,http://images.amazon.com/images/P/1567184294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567184294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567184294.01.LZZZZZZZ.jpg,the western mysteries an encyclopedic guide to the sacred languages amp magickal systems of the world the key of it all book ii key of it all david allen hulse,"['key david', 'languages amp', 'western', 'book ii', 'mysteries', 'encyclopedic guide', 'sacred languages', 'magickal systems']"
156718796X,astral travel for beginners for beginners,richard webster,1998.0,llewellyn publications,http://images.amazon.com/images/P/156718796X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156718796X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156718796X.01.LZZZZZZZ.jpg,astral travel for beginners for beginners richard webster,"['richard', 'webster', 'richard webster', 'beginners', 'beginners beginners', 'travel', 'astral', 'astral travel']"
1862047626,new perspectives runes,bernard king,2000.0,harper collins uk,http://images.amazon.com/images/P/1862047626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1862047626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1862047626.01.LZZZZZZZ.jpg,new perspectives runes bernard king,"['new', 'perspectives', 'new perspectives', 'king', 'bernard', 'bernard king', 'runes', 'perspectives runes']"
0020437501,rosies walk,pat hutchins,1971.0,aladdin,http://images.amazon.com/images/P/0020437501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020437501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020437501.01.LZZZZZZZ.jpg,rosies walk pat hutchins,[]
0198320264,julius caesar oxford school shakespeare,william shakespeare,2001.0,oxford university press,http://images.amazon.com/images/P/0198320264.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0198320264.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0198320264.01.LZZZZZZZ.jpg,julius caesar oxford school shakespeare william shakespeare,"['school', 'oxford', 'oxford school', 'william', 'caesar', 'julius', 'julius caesar', 'william shakespeare']"
0373196989,santa brought a son marrying the bosss daughter silhouette romance 1698,melissa mcclone,2003.0,silhouette,http://images.amazon.com/images/P/0373196989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373196989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373196989.01.LZZZZZZZ.jpg,santa brought a son marrying the bosss daughter silhouette romance 1698 melissa mcclone,"['1698', 'bosss', 'mcclone', 'brought son', '1698 melissa', 'silhouette romance', 'marrying bosss', 'santa']"
0373245580,marry me again montana mavericks silhouette special edition 1558,cheryl st john,2003.0,silhouette,http://images.amazon.com/images/P/0373245580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373245580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373245580.01.LZZZZZZZ.jpg,marry me again montana mavericks silhouette special edition 1558 cheryl st john,"['1558', 'special', 'edition 1558', 'st john', 'mavericks', 'silhouette', 'cheryl', 'marry montana']"
0451527747,alices adventures in wonderland and through the looking glass,lewis carroll,2000.0,signet classics,http://images.amazon.com/images/P/0451527747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451527747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451527747.01.LZZZZZZZ.jpg,alices adventures in wonderland and through the looking glass lewis carroll,"['looking', 'lewis', 'glass', 'looking glass', 'adventures', 'carroll', 'alices', 'adventures wonderland']"
0671867113,moonlight becomes you,mary higgins clark,1997.0,pocket,http://images.amazon.com/images/P/0671867113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867113.01.LZZZZZZZ.jpg,moonlight becomes you mary higgins clark,[]
0812504208,the adventures of tom sawyer,mark twain,1989.0,tor books,http://images.amazon.com/images/P/0812504208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812504208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812504208.01.LZZZZZZZ.jpg,the adventures of tom sawyer mark twain,"['mark', 'adventures', 'tom', 'sawyer mark', 'adventures tom', 'sawyer', 'mark twain', 'twain']"
0060173289,divine secrets of the yaya sisterhood a novel,rebecca wells,1996.0,harpercollins,http://images.amazon.com/images/P/0060173289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060173289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060173289.01.LZZZZZZZ.jpg,divine secrets of the yaya sisterhood a novel rebecca wells,"['divine', 'secrets', 'wells', 'divine secrets', 'yaya', 'sisterhood', 'novel rebecca', 'sisterhood novel']"
0060973897,lakota woman,dog mary crow,1991.0,perennial,http://images.amazon.com/images/P/0060973897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060973897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060973897.01.LZZZZZZZ.jpg,lakota woman dog mary crow,"['woman', 'dog', 'mary', 'crow', 'woman dog', 'lakota', 'mary crow', 'lakota woman']"
0140104682,heroes of their own lives the politics and history of family violence boston 18801960,linda gordon,1989.0,penguin usa,http://images.amazon.com/images/P/0140104682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140104682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140104682.01.LZZZZZZZ.jpg,heroes of their own lives the politics and history of family violence boston 18801960 linda gordon,"['boston', 'family', 'linda', 'violence', 'gordon', 'politics history', '18801960', 'heroes lives']"
0312143370,the florence king reader,florence king,1996.0,st martins press,http://images.amazon.com/images/P/0312143370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312143370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312143370.01.LZZZZZZZ.jpg,the florence king reader florence king,[]
0316666343,the lovely bones a novel,alice sebold,2002.0,little brown,http://images.amazon.com/images/P/0316666343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316666343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316666343.01.LZZZZZZZ.jpg,the lovely bones a novel alice sebold,"['lovely', 'sebold', 'bones', 'novel', 'alice', 'lovely bones', 'bones novel', 'novel alice']"
039456894X,impossible vacation,spalding gray,1992.0,random house inc,http://images.amazon.com/images/P/039456894X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039456894X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039456894X.01.LZZZZZZZ.jpg,impossible vacation spalding gray,[]
0440224675,hannibal,thomas harris,2000.0,dell publishing company,http://images.amazon.com/images/P/0440224675.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224675.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224675.01.LZZZZZZZ.jpg,hannibal thomas harris,[]
0449002632,london the novel,edward rutherfurd,1998.0,fawcett,http://images.amazon.com/images/P/0449002632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449002632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449002632.01.LZZZZZZZ.jpg,london the novel edward rutherfurd,[]
0449213773,life before man,margaret atwood,1990.0,fawcett books,http://images.amazon.com/images/P/0449213773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449213773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449213773.01.LZZZZZZZ.jpg,life before man margaret atwood,[]
0452279690,cavedweller,dorothy allison,1999.0,plume books,http://images.amazon.com/images/P/0452279690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452279690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452279690.01.LZZZZZZZ.jpg,cavedweller dorothy allison,[]
0553569058,the robber bride,margaret atwood,1995.0,bantam,http://images.amazon.com/images/P/0553569058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553569058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553569058.01.LZZZZZZZ.jpg,the robber bride margaret atwood,[]
0679427430,wouldnt take nothing for my journey now,maya angelou,1993.0,random house,http://images.amazon.com/images/P/0679427430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679427430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679427430.01.LZZZZZZZ.jpg,wouldnt take nothing for my journey now maya angelou,[]
0679725393,the house of mirth library of america,edith wharton,1990.0,vintage books usa,http://images.amazon.com/images/P/0679725393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679725393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679725393.01.LZZZZZZZ.jpg,the house of mirth library of america edith wharton,"['america', 'house', 'mirth', 'edith', 'mirth library', 'library america', 'wharton', 'edith wharton']"
0802114369,ohitika woman,mary brave bird,1993.0,pub group west,http://images.amazon.com/images/P/0802114369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802114369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802114369.01.LZZZZZZZ.jpg,ohitika woman mary brave bird,"['brave', 'woman', 'ohitika', 'bird', 'mary', 'woman mary', 'brave bird', 'ohitika woman']"
0803233019,black elk speaks being the life story of a holy man of the oglala sioux,john g neihardt,1988.0,university of nebraska press,http://images.amazon.com/images/P/0803233019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803233019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803233019.01.LZZZZZZZ.jpg,black elk speaks being the life story of a holy man of the oglala sioux john g neihardt,"['story', 'life', 'holy man', 'black', 'man oglala', 'john neihardt', 'sioux', 'elk speaks']"
0819154946,the community in america,roland warren,1987.0,university press of america,http://images.amazon.com/images/P/0819154946.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0819154946.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0819154946.01.LZZZZZZZ.jpg,the community in america roland warren,[]
0897322339,the best in tent camping smoky mountains a guide for campers who hate rvs concrete slabs and loud portable stereos best in tent camping colorado,johnny molloy,1997.0,globe pequot pr,http://images.amazon.com/images/P/0897322339.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0897322339.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0897322339.01.LZZZZZZZ.jpg,the best in tent camping smoky mountains a guide for campers who hate rvs concrete slabs and loud portable stereos best in tent camping colorado johnny molloy,"['portable stereos', 'loud portable', 'mountains guide', 'hate rvs', 'rvs concrete', 'colorado johnny', 'smoky', 'campers hate']"
0940322978,mawrdew czgowchwz new york review books classics,james mccourt,2002.0,new york review of books,http://images.amazon.com/images/P/0940322978.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0940322978.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0940322978.01.LZZZZZZZ.jpg,mawrdew czgowchwz new york review books classics james mccourt,"['new', 'new york', 'czgowchwz', 'james', 'mawrdew', 'review books', 'books classics', 'mccourt']"
1573225126,prozac nation young and depressed in america a memoir,elizabeth wurtzel,1997.0,riverhead books,http://images.amazon.com/images/P/1573225126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225126.01.LZZZZZZZ.jpg,prozac nation young and depressed in america a memoir elizabeth wurtzel,"['young', 'america', 'nation young', 'depressed', 'wurtzel', 'memoir elizabeth', 'prozac', 'elizabeth wurtzel']"
1579651658,the journey from here,bill bradley,2000.0,artisan publishers,http://images.amazon.com/images/P/1579651658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1579651658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1579651658.01.LZZZZZZZ.jpg,the journey from here bill bradley,[]
1878424319,the four agreements a practical guide to personal freedom,don miguel ruiz,1997.0,amberallen publishing,http://images.amazon.com/images/P/1878424319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.LZZZZZZZ.jpg,the four agreements a practical guide to personal freedom don miguel ruiz,"['personal', 'don', 'practical guide', 'guide personal', 'miguel', 'ruiz', 'freedom don', 'agreements practical']"
8401351421,el desarrollo de leonardo da vinci biografãâ­as y memorias,luis racionero,1986.0,plaza amp janãâ©s,http://images.amazon.com/images/P/8401351421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8401351421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8401351421.01.LZZZZZZZ.jpg,el desarrollo de leonardo da vinci biografãâ­as y memorias luis racionero,"['da', 'el', 'desarrollo', 'luis', 'biografã', 'racionero', 'biografã memorias', 'vinci']"
8423324311,gastronomia divina lãâ¡ncora,eugeni perea simãâ³n,1994.0,destino,http://images.amazon.com/images/P/8423324311.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8423324311.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8423324311.01.LZZZZZZZ.jpg,gastronomia divina lãâ¡ncora eugeni perea simãâ³n,"['lã', 'â³n', 'lã ncora', 'eugeni', 'simã â³n', 'perea', 'divina', 'gastronomia']"
8427007450,desaparecido la autentica historia de la ejecucion de charles horman,thomas hauser,1982.0,lectorum pubns j,http://images.amazon.com/images/P/8427007450.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8427007450.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8427007450.01.LZZZZZZZ.jpg,desaparecido la autentica historia de la ejecucion de charles horman thomas hauser,"['la', 'ejecucion', 'desaparecido', 'charles', 'thomas', 'hauser', 'autentica historia', 'horman']"
8429734996,hotel europa el balancãâ­,vicenãâ§ villatoro,1992.0,edicions 62,http://images.amazon.com/images/P/8429734996.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8429734996.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8429734996.01.LZZZZZZZ.jpg,hotel europa el balancãâ­ vicenãâ§ villatoro,"['el', 'vicenã', 'balancã', 'europa', 'el balancã', 'hotel', 'vicenã villatoro', 'hotel europa']"
8429736131,la dona dels ulls de pluja barcelona anys 90 el balancãâ­,vãâ­ctor mora,1993.0,edicions 62,http://images.amazon.com/images/P/8429736131.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8429736131.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8429736131.01.LZZZZZZZ.jpg,la dona dels ulls de pluja barcelona anys 90 el balancãâ­ vãâ­ctor mora,"['90', 'la', 'dona', 'anys 90', 'balancã', 'mora', 'vã ctor', 'ulls pluja']"
8440616252,el paraãâ­so tiempos modernos,elena castedo,1991.0,editiones b grupo zeta,http://images.amazon.com/images/P/8440616252.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8440616252.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8440616252.01.LZZZZZZZ.jpg,el paraãâ­so tiempos modernos elena castedo,"['elena', 'el', 'elena castedo', 'castedo', 'paraã', 'tiempos', 'modernos', 'tiempos modernos']"
8472224260,negra i consentida colãâ¨lecciãâ³ el mirall,ofãâ¨lia dracs,1983.0,laia,http://images.amazon.com/images/P/8472224260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8472224260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8472224260.01.LZZZZZZZ.jpg,negra i consentida colãâ¨lecciãâ³ el mirall ofãâ¨lia dracs,"['â³', 'ofã lia', 'el', 'mirall', 'colã', 'dracs', 'lecciã', 'negra consentida']"
8472227421,essa efa colãâ¨lecciãâ³ el mirall i el temps,ofãâ¨lia dracs,1985.0,editorial laia,http://images.amazon.com/images/P/8472227421.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8472227421.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8472227421.01.LZZZZZZZ.jpg,essa efa colãâ¨lecciãâ³ el mirall i el temps ofãâ¨lia dracs,"['efa', 'ofã lia', 'temps', 'colã', 'â³ el', 'mirall', 'dracs', 'essa efa']"
8474103347,espurnes de sang la negra,antoni serra,1987.0,edicions de la magrana,http://images.amazon.com/images/P/8474103347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8474103347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8474103347.01.LZZZZZZZ.jpg,espurnes de sang la negra antoni serra,"['la', 'negra', 'sang', 'sang la', 'espurnes', 'antoni', 'serra', 'antoni serra']"
8475960936,les llengãâ¼es dafrica biblioteca universal empãâºries,m carme junyent,1986.0,editorial empãâºries,http://images.amazon.com/images/P/8475960936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8475960936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8475960936.01.LZZZZZZZ.jpg,les llengãâ¼es dafrica biblioteca universal empãâºries m carme junyent,"['carme', 'â¼es', 'junyent', 'dafrica', 'les', 'universal empã', 'empã âºries', 'biblioteca universal']"
8477830029,trãâ nsit area contemporãâ nia,jaume capãâ³,1987.0,area,http://images.amazon.com/images/P/8477830029.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8477830029.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8477830029.01.LZZZZZZZ.jpg,trãâ nsit area contemporãâ nia jaume capãâ³,"['nsit', 'â³', 'jaume', 'trã', 'nsit area', 'jaume capã', 'area', 'contemporã']"
8478091246,lhome del sac,mãâ rius serra,1990.0,columna,http://images.amazon.com/images/P/8478091246.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478091246.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478091246.01.LZZZZZZZ.jpg,lhome del sac mãâ rius serra,"['mã', 'lhome', 'rius', 'del', 'sac', 'mã rius', 'serra', 'lhome del']"
8478097732,grãâ cies per la propina columna,ferran torrent,1995.0,columna,http://images.amazon.com/images/P/8478097732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478097732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478097732.01.LZZZZZZZ.jpg,grãâ cies per la propina columna ferran torrent,"['grã', 'cies', 'la', 'torrent', 'ferran', 'propina', 'columna', 'propina columna']"
8478098267,el dia que es va cremar el liceu la primera columna,joan agut,1995.0,columna,http://images.amazon.com/images/P/8478098267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478098267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478098267.01.LZZZZZZZ.jpg,el dia que es va cremar el liceu la primera columna joan agut,"['joan agut', 'que', 'liceu', 'cremar', 'columna', 'primera', 'dia', 'el']"
8478800336,cãâ³mo ser una mujer y no morir en el intento colecciãâ³n el papagayo,carmen ricogodoy,1990.0,ediciones temas de hoy,http://images.amazon.com/images/P/8478800336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478800336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478800336.01.LZZZZZZZ.jpg,cãâ³mo ser una mujer y no morir en el intento colecciãâ³n el papagayo carmen ricogodoy,"['â³mo ser', 'cã â³mo', 'colecciã', 'el', 'carmen', 'papagayo', 'ricogodoy', 'una mujer']"
8478884963,una casa en irlanda,maeve binchy,1999.0,salamandra,http://images.amazon.com/images/P/8478884963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8478884963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8478884963.01.LZZZZZZZ.jpg,una casa en irlanda maeve binchy,"['binchy', 'en', 'maeve', 'irlanda', 'una', 'maeve binchy', 'casa', 'en irlanda']"
8483002523,la mirada del tafur colãâ¨lecciãâ³ clãâ ssica,ferran torrent,1997.0,columna,http://images.amazon.com/images/P/8483002523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8483002523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8483002523.01.LZZZZZZZ.jpg,la mirada del tafur colãâ¨lecciãâ³ clãâ ssica ferran torrent,"['torrent', 'â³ clã', 'ssica', 'la', 'ferran', 'tafur', 'colã lecciã', 'mirada']"
8486433193,amorrada al pilãâ³ columna,maria jaãâ©n,1986.0,columna,http://images.amazon.com/images/P/8486433193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8486433193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8486433193.01.LZZZZZZZ.jpg,amorrada al pilãâ³ columna maria jaãâ©n,"['â³', 'jaã', 'al', 'pilã', 'â³ columna', 'maria', 'amorrada', 'columna']"
0600586898,blur melody maker,paul lester,1995.0,hal leonard corp,http://images.amazon.com/images/P/0600586898.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0600586898.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0600586898.01.LZZZZZZZ.jpg,blur melody maker paul lester,"['paul', 'maker', 'maker paul', 'lester', 'blur', 'paul lester', 'melody maker', 'blur melody']"
1853260622,war and peace wordsworth classics,leo tolstoy,1997.0,ntccontemporary publishing company,http://images.amazon.com/images/P/1853260622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260622.01.LZZZZZZZ.jpg,war and peace wordsworth classics leo tolstoy,"['leo', 'wordsworth', 'war', 'peace', 'classics', 'wordsworth classics', 'leo tolstoy', 'tolstoy']"
1857938011,az of behaving badly,simon nye,1996.0,trafalgar square,http://images.amazon.com/images/P/1857938011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857938011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857938011.01.LZZZZZZZ.jpg,az of behaving badly simon nye,"['badly', 'behaving', 'az', 'behaving badly', 'nye', 'az behaving', 'simon', 'simon nye']"
0060804157,he understanding masculine psychology,robert a johnson,1977.0,harpercollins publisher,http://images.amazon.com/images/P/0060804157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060804157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060804157.01.LZZZZZZZ.jpg,he understanding masculine psychology robert a johnson,"['understanding', 'robert', 'masculine', 'psychology', 'johnson', 'understanding masculine', 'robert johnson', 'masculine psychology']"
8466601090,las dos muertes de gardel ficcionario,horacio vazquezrial,2002.0,ediciones b,http://images.amazon.com/images/P/8466601090.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8466601090.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8466601090.01.LZZZZZZZ.jpg,las dos muertes de gardel ficcionario horacio vazquezrial,"['dos', 'las', 'muertes', 'gardel', 'dos muertes', 'horacio', 'vazquezrial', 'ficcionario']"
0140382658,you can surf the net your guide to the world of the internet,marc gascoigne,1996.0,puffin books,http://images.amazon.com/images/P/0140382658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140382658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140382658.01.LZZZZZZZ.jpg,you can surf the net your guide to the world of the internet marc gascoigne,"['surf', 'world', 'marc', 'guide', 'net guide', 'gascoigne', 'world internet', 'marc gascoigne']"
0152012966,i want to bea veterinarian i want to be series,stephanie maze,1997.0,harcourt,http://images.amazon.com/images/P/0152012966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0152012966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0152012966.01.LZZZZZZZ.jpg,i want to bea veterinarian i want to be series stephanie maze,"['series', 'want', 'maze', 'stephanie', 'want bea', 'series stephanie', 'veterinarian', 'veterinarian want']"
0312283784,alices tulips,sandra dallas,2001.0,st martins griffin,http://images.amazon.com/images/P/0312283784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312283784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312283784.01.LZZZZZZZ.jpg,alices tulips sandra dallas,[]
